"chr"	"cl"	"feature_n"	"emp.pval"
"chr22"	"50kb_4_6_29000000_29150000"	26	0.0909090909090909
"chr22"	"50kb_9_36_29200000_29600000"	15	1
"chr22"	"50kb_3_3_29650000_29750000"	17	0.636363636363636
"chr22"	"50kb_4_6_29800000_29950000"	13	0.545454545454545
"chr22"	"50kb_3_3_32350000_32450000"	22	0.0909090909090909
"chr22"	"50kb_7_21_32500000_32800000"	7	1
"chr22"	"10kb_9_36_32910000_32990000"	2	0.545454545454545
"chr22"	"10kb_6_15_32850000_32900000"	9	0.545454545454545
"chr22"	"50kb_4_6_31850000_32000000"	18	0.0909090909090909
"chr22"	"50kb_6_15_32050000_32300000"	16	1
"chr22"	"50kb_4_6_31500000_31650000"	26	0.181818181818182
"chr22"	"50kb_3_3_31700000_31800000"	6	1
"chr22"	"10kb_5_10_24050000_24090000"	7	0.636363636363636
"chr22"	"10kb_4_6_24100000_24190000"	10	0.0909090909090909
"chr22"	"10kb_6_15_24130000_24180000"	4	0.636363636363636
"chr22"	"50kb_2_1_24700000_24750000"	2	0.727272727272727
"chr22"	"50kb_1_0_24650000_24650000"	4	0.454545454545455
"chr22"	"10kb_13_78_24800000_24920000"	1	1
"chr22"	"10kb_7_21_24930000_24990000"	12	0.363636363636364
"chr22"	"50kb_2_1_24300000_24350000"	10	0.727272727272727
"chr22"	"50kb_2_1_24400000_24450000"	4	0.636363636363636
"chr22"	"10kb_7_21_24580000_24640000"	1	1
"chr22"	"10kb_8_28_24500000_24570000"	8	0.0909090909090909
"chr22"	"10kb_9_36_37060000_37140000"	1	0.909090909090909
"chr22"	"10kb_3_3_37150000_37170000"	2	1
"chr22"	"10kb_7_21_37180000_37240000"	1	0.818181818181818
"chr22"	"10kb_8_28_37470000_37540000"	1	1
"chr22"	"10kb_5_10_37410000_37460000"	9	0.181818181818182
"chr22"	"10kb_5_10_37370000_37420000"	5	0.454545454545455
"chr22"	"10kb_12_66_37250000_37360000"	1	1
"chr22"	"10kb_8_28_37620000_37690000"	24	0.0909090909090909
"chr22"	"10kb_7_21_37550000_37610000"	6	1
"chr22"	"10kb_9_36_37730000_37810000"	1	1
"chr22"	"10kb_6_15_37700000_37840000"	7	0.181818181818182
"chr22"	"5kb_8_28_37930000_37965000"	18	0.0909090909090909
"chr22"	"5kb_6_15_37970000_37995000"	1	0.909090909090909
"chr22"	"10kb_4_6_37850000_37880000"	1	0.909090909090909
"chr22"	"10kb_4_6_37890000_37920000"	4	0.727272727272727
"chr22"	"10kb_6_15_38080000_38130000"	4	0.818181818181818
"chr22"	"10kb_6_15_38140000_38190000"	9	0.181818181818182
"chr22"	"5kb_7_21_38000000_38030000"	8	0.181818181818182
"chr22"	"5kb_9_36_38035000_38075000"	22	0.0909090909090909
"chr22"	"10kb_7_21_38200000_38260000"	25	0.0909090909090909
"chr22"	"10kb_7_21_38270000_38330000"	17	0.0909090909090909
"chr22"	"10kb_3_3_38370000_38390000"	1	1
"chr22"	"10kb_3_3_38340000_38360000"	3	0.727272727272727
"chr22"	"10kb_8_28_38800000_38870000"	4	0.909090909090909
"chr22"	"10kb_9_36_38880000_38960000"	32	0.0909090909090909
"chr22"	"10kb_6_15_39040000_39090000"	20	0.0909090909090909
"chr22"	"10kb_16_120_38490000_38640000"	14	0.454545454545455
"chr22"	"10kb_9_36_38400000_38480000"	5	0.818181818181818
"chr22"	"50kb_1_0_38750000_38750000"	3	0.818181818181818
"chr22"	"50kb_2_1_38650000_38700000"	18	0.0909090909090909
"chr22"	"10kb_12_66_40450000_40560000"	3	0.272727272727273
"chr22"	"10kb_18_153_40570000_40740000"	16	0.0909090909090909
"chr22"	"50kb_5_10_40050000_40250000"	2	1
"chr22"	"50kb_6_15_39900000_40400000"	20	0.454545454545455
"chr22"	"10kb_7_21_40750000_40810000"	1	1
"chr22"	"10kb_23_253_40820000_41040000"	19	0.0909090909090909
"chr22"	"10kb_12_66_41180000_41290000"	8	0.909090909090909
"chr22"	"10kb_13_78_41050000_41170000"	3	0.636363636363636
"chr22"	"50kb_2_1_39200000_39250000"	15	0.0909090909090909
"chr22"	"50kb_2_1_39100000_39150000"	15	0.0909090909090909
"chr22"	"10kb_15_105_39400000_39540000"	19	0.0909090909090909
"chr22"	"10kb_10_45_39300000_39390000"	4	0.636363636363636
"chr22"	"10kb_16_120_39550000_39700000"	14	0.0909090909090909
"chr22"	"10kb_4_6_39710000_39740000"	6	0.272727272727273
"chr22"	"10kb_9_36_39810000_39890000"	4	0.909090909090909
"chr22"	"10kb_6_15_39750000_39800000"	2	1
"chr22"	"10kb_6_15_41300000_41490000"	5	0.636363636363636
"chr22"	"10kb_14_91_41350000_41480000"	10	0.0909090909090909
"chr22"	"10kb_14_91_41500000_41640000"	8	0.545454545454545
"chr22"	"10kb_12_66_41780000_41890000"	16	0.0909090909090909
"chr22"	"10kb_13_78_41650000_41770000"	17	0.181818181818182
"chr22"	"10kb_7_21_41900000_41960000"	6	0.454545454545455
"chr22"	"10kb_8_28_41970000_42040000"	10	0.181818181818182
"chr22"	"10kb_12_66_42680000_42790000"	2	1
"chr22"	"10kb_13_78_42550000_42670000"	9	0.0909090909090909
"chr22"	"50kb_2_1_42350000_42400000"	3	1
"chr22"	"50kb_2_1_42450000_42500000"	15	0.545454545454545
"chr22"	"10kb_1_0_42150000_42150000"	1	0.818181818181818
"chr22"	"10kb_28_378_42060000_42340000"	28	0.363636363636364
"chr22"	"10kb_7_21_43180000_43240000"	2	0.636363636363636
"chr22"	"10kb_13_78_43050000_43170000"	6	0.363636363636364
"chr22"	"10kb_22_231_43250000_43460000"	12	0.272727272727273
"chr22"	"10kb_8_28_43470000_43540000"	8	0.636363636363636
"chr22"	"10kb_3_3_42920000_42940000"	2	0.909090909090909
"chr22"	"10kb_2_1_42900000_42910000"	3	1
"chr22"	"5kb_3_3_42825000_42835000"	2	0.454545454545455
"chr22"	"10kb_3_3_42840000_42860000"	2	0.0909090909090909
"chr22"	"10kb_16_120_44700000_44850000"	7	0.181818181818182
"chr22"	"10kb_14_91_44860000_44990000"	8	0.636363636363636
"chr22"	"50kb_4_6_44350000_45000000"	11	0.636363636363636
"chr22"	"50kb_4_6_44500000_44650000"	4	1
"chr22"	"10kb_14_91_45060000_45190000"	4	1
"chr22"	"10kb_19_171_45200000_45380000"	3	0.909090909090909
"chr22"	"10kb_14_91_43850000_43990000"	1	1
"chr22"	"10kb_8_28_44120000_44190000"	1	0.909090909090909
"chr22"	"10kb_8_28_44270000_44340000"	2	0.909090909090909
"chr22"	"10kb_7_21_44200000_44260000"	3	1
"chr22"	"50kb_2_1_43700000_43750000"	2	0.909090909090909
"chr22"	"50kb_2_1_43600000_43650000"	3	0.363636363636364
"chr22"	"10kb_6_15_46310000_46360000"	1	1
"chr22"	"5kb_2_1_46370000_46375000"	2	0.363636363636364
"chr22"	"10kb_10_45_46150000_46240000"	2	0.636363636363636
"chr22"	"10kb_7_21_46080000_46140000"	2	0.363636363636364
"chr22"	"10kb_5_10_45950000_45990000"	8	0.0909090909090909
"chr22"	"10kb_8_28_46000000_46070000"	7	0.0909090909090909
"chr22"	"10kb_6_15_45400000_45450000"	1	1
"chr22"	"10kb_6_15_45500000_45550000"	6	0.363636363636364
"chr22"	"10kb_11_55_45840000_45940000"	28	0.0909090909090909
"chr22"	"10kb_19_171_45650000_45830000"	9	0.818181818181818
"chr22"	"5kb_6_15_45620000_45645000"	5	0.0909090909090909
"chr22"	"5kb_4_6_45600000_45615000"	5	0.727272727272727
"chr22"	"5kb_8_28_46450000_46485000"	24	0.0909090909090909
"chr22"	"5kb_7_21_46400000_46515000"	3	0.909090909090909
"chr22"	"5kb_4_6_46430000_46445000"	8	0.0909090909090909
"chr22"	"5kb_5_10_46405000_46425000"	2	0.181818181818182
"chr22"	"10kb_6_15_46630000_46680000"	5	0.909090909090909
"chr22"	"10kb_9_36_46540000_46620000"	3	1
"chr22"	"10kb_5_10_46520000_46710000"	3	0.818181818181818
"chr22"	"10kb_3_3_46720000_46740000"	2	1
"chr22"	"5kb_6_15_46830000_46855000"	1	0.363636363636364
"chr22"	"10kb_2_1_46930000_46940000"	5	0.181818181818182
"chr22"	"10kb_3_3_46900000_46920000"	2	0.272727272727273
"chr22"	"10kb_3_3_46970000_46990000"	2	0.0909090909090909
"chr22"	"10kb_4_6_17850000_17880000"	1	0.545454545454545
"chr22"	"5kb_3_3_17665000_17675000"	1	0.727272727272727
"chr22"	"5kb_3_3_17650000_17660000"	2	0.0909090909090909
"chr22"	"5kb_4_6_17570000_17585000"	1	0.363636363636364
"chr22"	"5kb_4_6_17550000_17565000"	3	0.363636363636364
"chr22"	"10kb_2_1_17630000_17640000"	6	0.454545454545455
"chr22"	"5kb_4_6_17950000_17965000"	1	0.636363636363636
"chr22"	"5kb_3_3_47135000_47145000"	1	0.181818181818182
"chr22"	"5kb_5_10_47110000_47130000"	1	0.545454545454545
"chr22"	"5kb_5_10_47150000_47170000"	9	0.0909090909090909
"chr22"	"5kb_5_10_47060000_47080000"	3	0.545454545454545
"chr22"	"10kb_8_28_47470000_47540000"	3	0.181818181818182
"chr22"	"50kb_1_0_47550000_47550000"	2	0.363636363636364
"chr22"	"50kb_3_3_48100000_48200000"	1	1
"chr22"	"50kb_3_3_47800000_47900000"	1	1
"chr22"	"50kb_2_1_48650000_48700000"	1	1
"chr22"	"50kb_2_1_48900000_48950000"	1	1
"chr22"	"50kb_3_3_49450000_49550000"	1	1
"chr22"	"50kb_2_1_49600000_49650000"	1	0.818181818181818
"chr22"	"50kb_3_3_49700000_49800000"	1	0.909090909090909
"chr22"	"5kb_4_6_50330000_50345000"	3	0.0909090909090909
"chr22"	"5kb_2_1_50320000_50325000"	1	0.0909090909090909
"chr22"	"10kb_5_10_50200000_50240000"	7	0.272727272727273
"chr22"	"10kb_7_21_50250000_50310000"	8	0.363636363636364
"chr22"	"10kb_5_10_50500000_50540000"	1	1
"chr22"	"50kb_2_1_50400000_50450000"	1	1
"chr22"	"50kb_1_0_50350000_50350000"	9	0.0909090909090909
"chr22"	"10kb_3_3_50920000_50940000"	8	0.181818181818182
"chr22"	"10kb_4_6_50880000_50910000"	4	0.909090909090909
"chr22"	"10kb_4_6_50800000_50830000"	1	0.818181818181818
"chr22"	"5kb_2_1_50980000_50985000"	3	0.272727272727273
"chr22"	"5kb_3_3_50950000_50960000"	3	0.727272727272727
"chr22"	"5kb_3_3_50965000_50975000"	11	0.0909090909090909
"chr22"	"10kb_5_10_50700000_50770000"	8	0.363636363636364
"chr22"	"10kb_3_3_50720000_50740000"	18	0.0909090909090909
"chr22"	"5kb_1_0_50780000_50780000"	2	0.363636363636364
"chr22"	"5kb_4_6_50680000_50695000"	7	0.545454545454545
"chr22"	"10kb_3_3_50600000_50620000"	9	0.0909090909090909
"chr22"	"10kb_3_3_50630000_50650000"	3	0.909090909090909
"chr22"	"50kb_2_1_35200000_35250000"	1	0.818181818181818
"chr22"	"50kb_2_1_35050000_35100000"	1	0.818181818181818
"chr22"	"50kb_1_0_35400000_35400000"	1	0.363636363636364
"chr22"	"50kb_2_1_35450000_35500000"	1	1
"chr22"	"10kb_14_91_34650000_34790000"	2	0.818181818181818
"chr22"	"10kb_7_21_34050000_34110000"	1	1
"chr22"	"10kb_8_28_34120000_34190000"	1	0.818181818181818
"chr22"	"10kb_5_10_34250000_34290000"	1	0.636363636363636
"chr22"	"5kb_3_3_35710000_35720000"	1	0.363636363636364
"chr22"	"5kb_3_3_35725000_35735000"	11	0.0909090909090909
"chr22"	"10kb_3_3_35650000_35670000"	2	0.727272727272727
"chr22"	"10kb_2_1_35680000_35690000"	1	0.909090909090909
"chr22"	"10kb_2_1_35980000_35990000"	1	0.181818181818182
"chr22"	"10kb_2_1_35810000_35820000"	2	0.545454545454545
"chr22"	"10kb_3_3_35780000_35800000"	4	0.545454545454545
"chr22"	"10kb_3_3_35750000_35770000"	3	0.454545454545455
"chr22"	"10kb_4_6_35830000_35860000"	3	0.0909090909090909
"chr22"	"5kb_7_21_35910000_35940000"	3	0.454545454545455
"chr22"	"10kb_4_6_33250000_33280000"	50	0.0909090909090909
"chr22"	"10kb_6_15_33200000_33390000"	6	0.0909090909090909
"chr22"	"10kb_5_10_33150000_33190000"	5	0.272727272727273
"chr22"	"10kb_5_10_23650000_23700000"	1	0.818181818181818
"chr22"	"10kb_5_10_23660000_23740000"	2	0.909090909090909
"chr22"	"10kb_5_10_23390000_23440000"	3	0.363636363636364
"chr22"	"10kb_4_6_23350000_23380000"	1	0.454545454545455
"chr22"	"10kb_3_3_23430000_23460000"	1	0.909090909090909
"chr22"	"10kb_3_3_23470000_23490000"	2	0.545454545454545
"chr22"	"10kb_6_15_23520000_23570000"	4	0.272727272727273
"chr22"	"5kb_5_10_23625000_23645000"	1	1
"chr22"	"5kb_5_10_23500000_23620000"	1	1
"chr22"	"50kb_1_0_22850000_22850000"	1	1
"chr22"	"50kb_2_1_22900000_22950000"	1	1
"chr22"	"5kb_5_10_22425000_22445000"	1	0.272727272727273
"chr22"	"5kb_4_6_22020000_22035000"	3	0.272727272727273
"chr22"	"5kb_4_6_22000000_22015000"	1	0.909090909090909
"chr22"	"10kb_3_3_22280000_22300000"	4	0.363636363636364
"chr22"	"10kb_9_36_22140000_22220000"	6	0.0909090909090909
"chr22"	"10kb_5_10_22090000_22130000"	2	1
"chr22"	"10kb_5_10_26830000_26870000"	8	0.545454545454545
"chr22"	"10kb_4_6_26790000_26820000"	1	0.818181818181818
"chr22"	"5kb_5_10_26765000_26785000"	1	1
"chr22"	"5kb_6_15_26900000_26925000"	2	0.727272727272727
"chr22"	"10kb_4_6_26930000_26960000"	3	0.818181818181818
"chr22"	"10kb_3_3_26970000_26990000"	2	0.545454545454545
"chr22"	"10kb_14_91_25700000_25840000"	4	0.727272727272727
"chr22"	"10kb_9_36_25960000_26040000"	5	0.0909090909090909
"chr22"	"10kb_8_28_25870000_25940000"	1	0.818181818181818
"chr22"	"10kb_7_21_25850000_26140000"	1	1
"chr22"	"10kb_9_36_26360000_26440000"	2	0.727272727272727
"chr22"	"10kb_3_3_26240000_26260000"	1	0.363636363636364
"chr22"	"10kb_6_15_26550000_26600000"	1	0.909090909090909
"chr22"	"10kb_6_15_25500000_25550000"	9	0.0909090909090909
"chr22"	"5kb_3_3_25335000_25345000"	4	0.0909090909090909
"chr22"	"10kb_19_171_27540000_27740000"	3	0.727272727272727
"chr22"	"10kb_9_36_27450000_27530000"	6	0.0909090909090909
"chr22"	"10kb_6_15_27260000_27330000"	1	0.636363636363636
"chr22"	"5kb_7_21_28115000_28145000"	3	0.0909090909090909
"chr22"	"5kb_3_3_28100000_28110000"	2	0.0909090909090909
"chr22"	"10kb_10_45_27780000_27870000"	6	0.0909090909090909
"chr22"	"10kb_5_10_28950000_28990000"	1	0.363636363636364
"chr22"	"10kb_9_36_28750000_28840000"	2	0.636363636363636
"chr22"	"5kb_5_10_28535000_28555000"	1	0.0909090909090909
"chr22"	"10kb_4_6_28360000_28390000"	2	0.909090909090909
"chr22"	"10kb_5_10_28310000_28350000"	4	0.454545454545455
"chr22"	"5kb_5_10_28285000_28305000"	2	0.0909090909090909
"chr22"	"5kb_5_10_28260000_28280000"	2	0.545454545454545
"chr22"	"5kb_2_1_19700000_19705000"	4	0.545454545454545
"chr22"	"5kb_10_45_19720000_19765000"	4	0.181818181818182
"chr22"	"5kb_6_15_19870000_19895000"	1	0.727272727272727
"chr22"	"10kb_6_15_19810000_19860000"	7	0.545454545454545
"chr22"	"5kb_3_3_19915000_19925000"	7	0.0909090909090909
"chr22"	"5kb_2_1_19930000_19935000"	2	0.909090909090909
"chr22"	"5kb_2_1_19940000_19945000"	1	0.454545454545455
"chr22"	"5kb_2_1_19980000_19985000"	1	0.0909090909090909
"chr22"	"10kb_1_0_19970000_19970000"	2	0.0909090909090909
"chr22"	"10kb_2_1_19950000_19960000"	9	0.0909090909090909
"chr22"	"10kb_6_15_19150000_19200000"	8	0.454545454545455
"chr22"	"5kb_9_36_19270000_19310000"	1	0.818181818181818
"chr22"	"5kb_7_21_19315000_19345000"	1	0.545454545454545
"chr22"	"10kb_7_21_19080000_19140000"	4	0.818181818181818
"chr22"	"10kb_7_21_19000000_19070000"	2	1
"chr22"	"10kb_4_6_19480000_19510000"	2	0.636363636363636
"chr22"	"10kb_6_15_19460000_19610000"	6	0.181818181818182
"chr22"	"5kb_5_10_19435000_19455000"	1	1
"chr22"	"5kb_3_3_19420000_19430000"	4	0.454545454545455
"chr22"	"5kb_7_21_19350000_19380000"	1	0.454545454545455
"chr22"	"5kb_7_21_19385000_19415000"	7	0.0909090909090909
"chr22"	"10kb_23_253_30160000_30390000"	10	0.454545454545455
"chr22"	"10kb_27_351_30000000_30490000"	9	1
"chr22"	"10kb_16_120_30500000_30650000"	31	0.0909090909090909
"chr22"	"10kb_14_91_30660000_30790000"	21	0.181818181818182
"chr22"	"50kb_3_3_31000000_31100000"	17	0.272727272727273
"chr22"	"50kb_4_6_30800000_30950000"	13	0.909090909090909
"chr22"	"10kb_17_136_31330000_31490000"	19	0.272727272727273
"chr22"	"10kb_18_153_31150000_31320000"	4	1
"chr22"	"10kb_19_171_29000000_29190000"	26	0.0909090909090909
"chr22"	"50kb_5_10_29200000_29400000"	9	0.272727272727273
"chr22"	"50kb_4_6_29450000_29600000"	6	1
"chr22"	"10kb_5_10_29650000_29690000"	9	0.181818181818182
"chr22"	"10kb_10_45_29700000_29790000"	8	0.818181818181818
"chr22"	"50kb_2_1_29800000_29850000"	2	0.909090909090909
"chr22"	"50kb_2_1_29900000_29950000"	11	0.0909090909090909
"chr22"	"10kb_8_28_32350000_32490000"	16	0.0909090909090909
"chr22"	"10kb_7_21_32390000_32450000"	6	0.0909090909090909
"chr22"	"50kb_5_10_32500000_32700000"	1	1
"chr22"	"50kb_2_1_32750000_32800000"	6	1
"chr22"	"10kb_6_15_32940000_32990000"	1	0.545454545454545
"chr22"	"10kb_3_3_32910000_32930000"	1	0.636363636363636
"chr22"	"10kb_3_3_32880000_32900000"	1	1
"chr22"	"10kb_3_3_32850000_32870000"	8	0.0909090909090909
"chr22"	"10kb_9_36_31850000_31930000"	9	0.0909090909090909
"chr22"	"10kb_11_55_31940000_32040000"	9	0.454545454545455
"chr22"	"10kb_15_105_32200000_32340000"	8	1
"chr22"	"10kb_15_105_32050000_32190000"	8	0.818181818181818
"chr22"	"10kb_8_28_31500000_31570000"	6	1
"chr22"	"10kb_12_66_31580000_31690000"	21	0.0909090909090909
"chr22"	"10kb_9_36_31700000_31780000"	2	0.909090909090909
"chr22"	"10kb_6_15_31790000_31840000"	4	0.727272727272727
"chr22"	"10kb_2_1_24080000_24090000"	4	0.909090909090909
"chr22"	"10kb_3_3_24050000_24070000"	3	0.454545454545455
"chr22"	"5kb_6_15_24100000_24125000"	6	0.363636363636364
"chr22"	"5kb_2_1_24190000_24195000"	4	0.0909090909090909
"chr22"	"5kb_5_10_24165000_24185000"	2	0.818181818181818
"chr22"	"5kb_7_21_24130000_24160000"	2	0.636363636363636
"chr22"	"10kb_6_15_24740000_24790000"	2	0.272727272727273
"chr22"	"5kb_22_231_24800000_24925000"	1	1
"chr22"	"5kb_10_45_24950000_24995000"	12	0.272727272727273
"chr22"	"10kb_5_10_24400000_24440000"	3	0.636363636363636
"chr22"	"10kb_5_10_24450000_24490000"	1	0.818181818181818
"chr22"	"10kb_4_6_24600000_24630000"	1	0.818181818181818
"chr22"	"5kb_5_10_24555000_24575000"	2	0.818181818181818
"chr22"	"5kb_11_55_24500000_24550000"	6	0.0909090909090909
"chr22"	"10kb_5_10_37060000_37100000"	1	0.909090909090909
"chr22"	"5kb_4_6_37160000_37175000"	2	0.454545454545455
"chr22"	"5kb_8_28_37210000_37245000"	1	0.818181818181818
"chr22"	"10kb_4_6_37510000_37540000"	1	1
"chr22"	"5kb_5_10_37445000_37465000"	3	0.727272727272727
"chr22"	"5kb_5_10_37410000_37440000"	6	0.0909090909090909
"chr22"	"5kb_7_21_37380000_37425000"	5	0.454545454545455
"chr22"	"10kb_5_10_37250000_37290000"	1	0.727272727272727
"chr22"	"10kb_4_6_37620000_37650000"	24	0.0909090909090909
"chr22"	"10kb_3_3_37590000_37610000"	2	1
"chr22"	"10kb_4_6_37550000_37580000"	4	0.636363636363636
"chr22"	"10kb_5_10_37730000_37770000"	1	1
"chr22"	"10kb_3_3_37700000_37720000"	2	0.545454545454545
"chr22"	"10kb_3_3_37820000_37840000"	5	0.181818181818182
"chr22"	"5kb_4_6_37930000_37965000"	14	0.0909090909090909
"chr22"	"5kb_4_6_37940000_37955000"	4	0.0909090909090909
"chr22"	"5kb_4_6_37970000_37985000"	1	0.909090909090909
"chr22"	"5kb_4_6_37870000_37885000"	1	0.818181818181818
"chr22"	"5kb_5_10_37890000_37910000"	1	1
"chr22"	"5kb_3_3_37915000_37925000"	3	0.181818181818182
"chr22"	"5kb_5_10_38115000_38135000"	1	0.727272727272727
"chr22"	"5kb_7_21_38080000_38110000"	3	0.818181818181818
"chr22"	"5kb_7_21_38140000_38170000"	9	0.0909090909090909
"chr22"	"5kb_3_3_38000000_38010000"	7	0.0909090909090909
"chr22"	"5kb_4_6_38015000_38030000"	1	1
"chr22"	"5kb_4_6_38035000_38050000"	6	0.0909090909090909
"chr22"	"5kb_5_10_38055000_38075000"	16	0.0909090909090909
"chr22"	"5kb_8_28_38200000_38235000"	15	0.0909090909090909
"chr22"	"5kb_6_15_38240000_38265000"	10	0.0909090909090909
"chr22"	"5kb_7_21_38270000_38300000"	12	0.0909090909090909
"chr22"	"5kb_7_21_38305000_38335000"	6	0.0909090909090909
"chr22"	"5kb_3_3_38370000_38380000"	1	1
"chr22"	"5kb_2_1_38340000_38345000"	2	0.727272727272727
"chr22"	"5kb_4_6_38350000_38365000"	1	0.727272727272727
"chr22"	"5kb_15_105_38800000_38875000"	4	0.909090909090909
"chr22"	"5kb_1_0_38965000_38965000"	2	0.818181818181818
"chr22"	"5kb_17_136_38880000_38960000"	30	0.0909090909090909
"chr22"	"10kb_3_3_39040000_39060000"	3	0.727272727272727
"chr22"	"10kb_3_3_39070000_39090000"	17	0.0909090909090909
"chr22"	"10kb_5_10_38490000_38640000"	3	0.818181818181818
"chr22"	"10kb_11_55_38500000_38600000"	11	0.363636363636364
"chr22"	"10kb_4_6_38450000_38480000"	5	0.636363636363636
"chr22"	"10kb_6_15_38690000_38740000"	13	0.0909090909090909
"chr22"	"10kb_4_6_38650000_38680000"	5	0.272727272727273
"chr22"	"5kb_10_45_40450000_40545000"	2	0.272727272727273
"chr22"	"5kb_14_91_40495000_40565000"	1	0.727272727272727
"chr22"	"10kb_10_45_40570000_40660000"	9	0.0909090909090909
"chr22"	"10kb_8_28_40670000_40740000"	7	0.545454545454545
"chr22"	"10kb_17_136_40130000_40290000"	2	0.909090909090909
"chr22"	"10kb_10_45_40040000_40380000"	2	0.818181818181818
"chr22"	"10kb_20_190_39900000_40440000"	18	0.272727272727273
"chr22"	"5kb_7_21_40750000_40780000"	1	1
"chr22"	"10kb_10_45_40820000_41040000"	10	0.0909090909090909
"chr22"	"10kb_13_78_40910000_41030000"	9	0.0909090909090909
"chr22"	"10kb_7_21_41230000_41290000"	6	0.727272727272727
"chr22"	"10kb_5_10_41180000_41220000"	2	1
"chr22"	"10kb_8_28_41050000_41120000"	3	0.545454545454545
"chr22"	"10kb_6_15_39200000_39250000"	3	0.545454545454545
"chr22"	"10kb_4_6_39260000_39290000"	12	0.0909090909090909
"chr22"	"10kb_6_15_39100000_39150000"	13	0.0909090909090909
"chr22"	"10kb_4_6_39160000_39190000"	2	0.727272727272727
"chr22"	"10kb_4_6_39510000_39540000"	5	0.272727272727273
"chr22"	"10kb_11_55_39400000_39500000"	14	0.181818181818182
"chr22"	"10kb_5_10_39350000_39390000"	2	1
"chr22"	"10kb_5_10_39300000_39340000"	2	0.272727272727273
"chr22"	"10kb_7_21_39640000_39700000"	9	0.0909090909090909
"chr22"	"10kb_9_36_39550000_39630000"	5	0.181818181818182
"chr22"	"5kb_4_6_39730000_39745000"	1	0.818181818181818
"chr22"	"5kb_4_6_39710000_39725000"	5	0.272727272727273
"chr22"	"10kb_4_6_39860000_39890000"	4	0.818181818181818
"chr22"	"10kb_3_3_39780000_39800000"	2	0.727272727272727
"chr22"	"5kb_8_28_41320000_41495000"	5	0.545454545454545
"chr22"	"10kb_8_28_41410000_41480000"	9	0.0909090909090909
"chr22"	"10kb_6_15_41350000_41400000"	1	0.545454545454545
"chr22"	"10kb_7_21_41500000_41570000"	4	0.0909090909090909
"chr22"	"10kb_7_21_41580000_41640000"	4	0.818181818181818
"chr22"	"10kb_7_21_41780000_41840000"	13	0.0909090909090909
"chr22"	"10kb_5_10_41850000_41890000"	3	0.363636363636364
"chr22"	"10kb_6_15_41650000_41700000"	9	0.363636363636364
"chr22"	"10kb_7_21_41710000_41770000"	8	0.272727272727273
"chr22"	"10kb_4_6_41930000_41960000"	6	0.0909090909090909
"chr22"	"10kb_4_6_42010000_42040000"	7	0.0909090909090909
"chr22"	"10kb_4_6_41970000_42000000"	3	0.545454545454545
"chr22"	"10kb_6_15_42740000_42790000"	1	1
"chr22"	"10kb_6_15_42680000_42730000"	1	0.454545454545455
"chr22"	"10kb_8_28_42550000_42620000"	3	0.454545454545455
"chr22"	"10kb_5_10_42630000_42670000"	6	0.0909090909090909
"chr22"	"10kb_5_10_42350000_42390000"	3	0.818181818181818
"chr22"	"10kb_13_78_42220000_42340000"	18	0.181818181818182
"chr22"	"10kb_15_105_42060000_42210000"	10	0.818181818181818
"chr22"	"10kb_4_6_43210000_43240000"	2	0.0909090909090909
"chr22"	"10kb_7_21_43050000_43110000"	6	0.0909090909090909
"chr22"	"10kb_12_66_43250000_43360000"	8	0.363636363636364
"chr22"	"10kb_10_45_43370000_43460000"	4	0.545454545454545
"chr22"	"10kb_4_6_43510000_43540000"	5	0.363636363636364
"chr22"	"10kb_4_6_43470000_43500000"	3	1
"chr22"	"5kb_3_3_42935000_42945000"	2	0.909090909090909
"chr22"	"5kb_2_1_42910000_42915000"	3	0.727272727272727
"chr22"	"5kb_2_1_42825000_42830000"	1	0.818181818181818
"chr22"	"5kb_1_0_42835000_42835000"	1	0.0909090909090909
"chr22"	"5kb_4_6_42840000_42855000"	2	0.0909090909090909
"chr22"	"10kb_7_21_44700000_44760000"	6	0.181818181818182
"chr22"	"10kb_9_36_44770000_44850000"	1	0.909090909090909
"chr22"	"10kb_7_21_44860000_44920000"	7	0.454545454545455
"chr22"	"10kb_7_21_44930000_44990000"	1	1
"chr22"	"10kb_7_21_44480000_45040000"	1	1
"chr22"	"10kb_13_78_44350000_44470000"	10	0.363636363636364
"chr22"	"10kb_19_171_44510000_44690000"	4	1
"chr22"	"10kb_9_36_45060000_45140000"	3	1
"chr22"	"10kb_5_10_45150000_45190000"	1	0.909090909090909
"chr22"	"10kb_11_55_45200000_45300000"	3	0.636363636363636
"chr22"	"10kb_7_21_43850000_43910000"	1	0.909090909090909
"chr22"	"10kb_5_10_44120000_44160000"	1	0.818181818181818
"chr22"	"5kb_15_105_44270000_44345000"	2	0.909090909090909
"chr22"	"10kb_4_6_44230000_44260000"	1	0.818181818181818
"chr22"	"10kb_3_3_44200000_44220000"	2	1
"chr22"	"10kb_5_10_43700000_43740000"	2	0.818181818181818
"chr22"	"10kb_6_15_43600000_43650000"	2	0.363636363636364
"chr22"	"10kb_4_6_43660000_43690000"	2	0.454545454545455
"chr22"	"10kb_3_3_46340000_46360000"	1	0.909090909090909
"chr22"	"10kb_5_10_46150000_46190000"	2	0.545454545454545
"chr22"	"10kb_3_3_46120000_46140000"	1	0.545454545454545
"chr22"	"10kb_4_6_46080000_46110000"	1	0.545454545454545
